pace,shooting,passing,dribbling,defending,physic,overall
68.0,65.0,59.0,64.0,34.0,57.0,64
52.0,52.0,68.0,68.0,64.0,65.0,66
80.0,72.0,77.0,82.0,26.0,45.0,80
68.0,51.0,56.0,59.0,52.0,50.0,59
68.0,47.0,66.0,70.0,66.0,64.0,69
69.0,50.0,51.0,63.0,29.0,50.0,59
81.0,68.0,77.0,78.0,80.0,77.0,81
52.0,57.0,68.0,69.0,75.0,80.0,77
64.0,40.0,63.0,67.0,76.0,70.0,74
63.0,69.0,62.0,76.0,41.0,62.0,71
63.0,31.0,49.0,53.0,62.0,59.0,62
61.0,53.0,65.0,65.0,61.0,70.0,65
57.0,57.0,44.0,53.0,31.0,65.0,58
54.0,32.0,42.0,41.0,61.0,77.0,63
73.0,58.0,41.0,59.0,25.0,59.0,61
70.0,33.0,48.0,65.0,82.0,78.0,79
68.0,55.0,49.0,59.0,45.0,63.0,59
68.0,54.0,62.0,67.0,56.0,68.0,64
80.0,58.0,46.0,58.0,23.0,56.0,59
51.0,32.0,36.0,38.0,56.0,60.0,55
61.0,37.0,49.0,46.0,66.0,70.0,66
62.0,49.0,54.0,60.0,60.0,70.0,62
62.0,47.0,56.0,53.0,54.0,57.0,56
65.0,38.0,58.0,60.0,63.0,67.0,65
83.0,44.0,48.0,57.0,39.0,50.0,56
78.0,51.0,53.0,55.0,61.0,68.0,65
65.0,67.0,57.0,63.0,44.0,65.0,64
64.0,47.0,65.0,69.0,67.0,64.0,70
74.0,59.0,54.0,61.0,25.0,42.0,61
63.0,61.0,50.0,64.0,22.0,70.0,62
70.0,61.0,57.0,69.0,26.0,66.0,66
63.0,55.0,60.0,65.0,52.0,69.0,62
82.0,57.0,68.0,81.0,75.0,75.0,80
84.0,60.0,61.0,69.0,65.0,68.0,70
82.0,38.0,48.0,54.0,54.0,67.0,62
59.0,23.0,28.0,30.0,54.0,58.0,52
74.0,36.0,53.0,63.0,69.0,66.0,68
66.0,40.0,51.0,52.0,64.0,71.0,63
58.0,49.0,57.0,59.0,49.0,56.0,59
65.0,31.0,41.0,56.0,60.0,53.0,60
66.0,46.0,52.0,59.0,60.0,63.0,60
72.0,53.0,68.0,69.0,65.0,82.0,69
41.0,35.0,47.0,50.0,63.0,75.0,64
76.0,23.0,38.0,47.0,52.0,65.0,51
60.0,31.0,39.0,45.0,67.0,64.0,65
49.0,67.0,70.0,71.0,65.0,76.0,70
73.0,63.0,50.0,67.0,21.0,63.0,66
78.0,68.0,62.0,71.0,26.0,61.0,70
73.0,62.0,55.0,63.0,43.0,58.0,63
67.0,58.0,58.0,67.0,39.0,48.0,62
72.0,52.0,62.0,64.0,63.0,71.0,67
67.0,32.0,47.0,53.0,63.0,64.0,62
65.0,40.0,54.0,58.0,65.0,71.0,65
76.0,31.0,44.0,51.0,60.0,58.0,60
78.0,67.0,54.0,69.0,37.0,77.0,69
76.0,56.0,46.0,59.0,22.0,47.0,57
65.0,51.0,54.0,57.0,48.0,60.0,56
62.0,32.0,46.0,54.0,53.0,54.0,56
75.0,55.0,63.0,65.0,70.0,72.0,70
67.0,54.0,62.0,71.0,60.0,66.0,64
81.0,44.0,57.0,63.0,62.0,69.0,66
67.0,64.0,52.0,64.0,24.0,59.0,64
70.0,64.0,51.0,60.0,31.0,79.0,65
91.0,74.0,62.0,76.0,35.0,72.0,73
78.0,59.0,55.0,64.0,50.0,78.0,62
60.0,50.0,63.0,64.0,69.0,70.0,69
72.0,67.0,69.0,71.0,47.0,69.0,71
65.0,26.0,41.0,53.0,57.0,57.0,60
67.0,53.0,60.0,65.0,58.0,64.0,64
78.0,36.0,58.0,65.0,64.0,79.0,70
60.0,77.0,58.0,68.0,36.0,74.0,74
86.0,63.0,59.0,73.0,51.0,68.0,68
65.0,45.0,58.0,57.0,54.0,55.0,60
63.0,34.0,53.0,57.0,59.0,65.0,62
67.0,47.0,58.0,62.0,61.0,61.0,63
65.0,64.0,74.0,74.0,75.0,78.0,79
76.0,57.0,64.0,71.0,66.0,70.0,67
67.0,45.0,59.0,61.0,61.0,67.0,65
77.0,72.0,70.0,76.0,33.0,45.0,73
50.0,62.0,60.0,61.0,65.0,68.0,67
66.0,68.0,59.0,62.0,33.0,57.0,65
71.0,55.0,60.0,61.0,60.0,60.0,61
74.0,58.0,49.0,60.0,25.0,44.0,58
48.0,26.0,33.0,42.0,55.0,64.0,56
65.0,71.0,69.0,71.0,65.0,79.0,72
85.0,61.0,68.0,73.0,68.0,79.0,73
58.0,53.0,67.0,67.0,63.0,66.0,67
48.0,60.0,66.0,66.0,75.0,77.0,74
67.0,57.0,57.0,62.0,62.0,62.0,64
72.0,64.0,62.0,72.0,38.0,67.0,68
41.0,48.0,58.0,58.0,68.0,78.0,68
85.0,48.0,58.0,64.0,54.0,60.0,65
69.0,26.0,39.0,48.0,54.0,66.0,57
56.0,28.0,30.0,35.0,59.0,57.0,55
50.0,42.0,52.0,55.0,69.0,69.0,68
62.0,37.0,51.0,62.0,62.0,59.0,63
65.0,46.0,58.0,63.0,58.0,69.0,63
63.0,67.0,72.0,77.0,70.0,76.0,75
79.0,59.0,56.0,65.0,29.0,57.0,64
59.0,61.0,67.0,66.0,57.0,76.0,68
58.0,50.0,59.0,59.0,64.0,74.0,66
78.0,73.0,66.0,74.0,55.0,67.0,72
61.0,30.0,36.0,36.0,58.0,59.0,57
75.0,43.0,56.0,62.0,64.0,68.0,68
79.0,55.0,68.0,75.0,70.0,68.0,75
75.0,67.0,55.0,66.0,38.0,72.0,67
62.0,54.0,60.0,66.0,69.0,74.0,69
66.0,33.0,59.0,65.0,68.0,62.0,68
55.0,27.0,41.0,38.0,56.0,72.0,58
75.0,60.0,58.0,68.0,26.0,59.0,63
65.0,56.0,62.0,64.0,69.0,75.0,69
75.0,68.0,67.0,72.0,29.0,57.0,69
59.0,52.0,39.0,48.0,18.0,55.0,52
63.0,27.0,47.0,54.0,47.0,49.0,54
76.0,71.0,51.0,69.0,22.0,69.0,69
63.0,41.0,54.0,60.0,69.0,66.0,69
62.0,40.0,45.0,52.0,70.0,74.0,69
73.0,50.0,37.0,51.0,15.0,41.0,50
49.0,30.0,45.0,46.0,60.0,44.0,56
82.0,39.0,43.0,56.0,26.0,52.0,52
80.0,67.0,60.0,65.0,42.0,77.0,67
66.0,64.0,65.0,69.0,55.0,70.0,66
53.0,37.0,64.0,64.0,78.0,75.0,78
77.0,79.0,71.0,77.0,39.0,75.0,75
58.0,63.0,53.0,63.0,27.0,61.0,62
74.0,52.0,54.0,59.0,48.0,60.0,58
76.0,42.0,43.0,60.0,28.0,44.0,53
60.0,33.0,49.0,59.0,64.0,69.0,65
77.0,75.0,70.0,74.0,31.0,67.0,73
63.0,53.0,41.0,50.0,23.0,58.0,55
76.0,57.0,61.0,67.0,65.0,66.0,68
80.0,68.0,60.0,71.0,24.0,66.0,69
79.0,44.0,48.0,50.0,69.0,71.0,67
70.0,69.0,83.0,88.0,69.0,70.0,83
67.0,49.0,57.0,64.0,60.0,68.0,64
67.0,30.0,43.0,54.0,49.0,47.0,53
57.0,53.0,69.0,67.0,67.0,74.0,70
66.0,40.0,52.0,57.0,74.0,71.0,73
68.0,68.0,50.0,66.0,29.0,81.0,70
77.0,60.0,66.0,71.0,71.0,80.0,75
65.0,28.0,44.0,53.0,62.0,73.0,64
76.0,58.0,56.0,66.0,42.0,61.0,63
67.0,39.0,57.0,61.0,69.0,78.0,71
46.0,43.0,42.0,34.0,57.0,74.0,58
64.0,26.0,37.0,45.0,65.0,74.0,65
73.0,57.0,58.0,63.0,23.0,56.0,61
74.0,58.0,64.0,64.0,41.0,55.0,63
69.0,50.0,56.0,58.0,58.0,67.0,62
68.0,55.0,44.0,68.0,20.0,37.0,55
81.0,72.0,81.0,80.0,23.0,50.0,78
65.0,48.0,58.0,55.0,57.0,74.0,62
72.0,53.0,65.0,68.0,67.0,69.0,72
70.0,68.0,76.0,85.0,73.0,77.0,79
81.0,75.0,81.0,85.0,70.0,61.0,81
88.0,65.0,68.0,79.0,48.0,55.0,75
77.0,40.0,51.0,55.0,59.0,74.0,64
60.0,66.0,54.0,65.0,32.0,77.0,67
81.0,58.0,53.0,60.0,28.0,53.0,58
59.0,32.0,43.0,53.0,48.0,53.0,53
68.0,59.0,41.0,53.0,30.0,58.0,57
65.0,56.0,62.0,68.0,54.0,53.0,63
81.0,60.0,61.0,70.0,30.0,47.0,67
81.0,65.0,64.0,73.0,51.0,70.0,71
60.0,23.0,35.0,42.0,57.0,69.0,58
73.0,43.0,58.0,65.0,56.0,54.0,61
58.0,31.0,33.0,36.0,62.0,56.0,58
64.0,33.0,60.0,65.0,66.0,66.0,67
77.0,38.0,50.0,52.0,68.0,77.0,69
69.0,37.0,62.0,62.0,83.0,79.0,81
82.0,64.0,74.0,76.0,70.0,78.0,77
78.0,64.0,69.0,71.0,46.0,62.0,71
79.0,64.0,49.0,70.0,35.0,60.0,66
69.0,56.0,61.0,62.0,59.0,73.0,61
87.0,71.0,61.0,80.0,52.0,68.0,75
61.0,29.0,62.0,57.0,70.0,72.0,69
73.0,77.0,59.0,76.0,33.0,69.0,76
66.0,31.0,48.0,48.0,68.0,71.0,68
66.0,50.0,60.0,56.0,49.0,58.0,59
79.0,45.0,60.0,70.0,52.0,45.0,61
75.0,54.0,56.0,72.0,37.0,46.0,63
77.0,67.0,64.0,73.0,33.0,52.0,70
72.0,35.0,47.0,53.0,60.0,69.0,62
76.0,27.0,38.0,44.0,44.0,68.0,53
74.0,58.0,59.0,69.0,27.0,49.0,66
66.0,41.0,56.0,53.0,48.0,51.0,56
76.0,60.0,70.0,76.0,72.0,75.0,75
52.0,59.0,59.0,60.0,58.0,79.0,62
68.0,43.0,67.0,65.0,69.0,75.0,72
63.0,51.0,58.0,62.0,62.0,75.0,64
57.0,38.0,48.0,51.0,51.0,58.0,53
88.0,61.0,60.0,73.0,56.0,66.0,68
65.0,48.0,62.0,62.0,62.0,66.0,65
83.0,57.0,69.0,72.0,69.0,74.0,74
83.0,61.0,61.0,72.0,22.0,43.0,67
71.0,43.0,57.0,64.0,61.0,60.0,65
63.0,54.0,38.0,52.0,16.0,52.0,53
52.0,31.0,49.0,52.0,70.0,73.0,70
66.0,53.0,59.0,66.0,35.0,45.0,62
70.0,54.0,60.0,60.0,67.0,70.0,71
75.0,48.0,46.0,62.0,72.0,80.0,73
61.0,60.0,65.0,69.0,67.0,74.0,70
65.0,38.0,49.0,55.0,54.0,61.0,55
80.0,52.0,56.0,61.0,54.0,64.0,61
72.0,39.0,62.0,59.0,59.0,64.0,65
68.0,71.0,79.0,73.0,52.0,64.0,74
71.0,49.0,50.0,54.0,26.0,43.0,54
56.0,38.0,48.0,57.0,59.0,60.0,59
80.0,59.0,61.0,70.0,61.0,70.0,69
81.0,39.0,62.0,63.0,68.0,76.0,70
63.0,57.0,61.0,64.0,62.0,73.0,65
49.0,47.0,51.0,54.0,75.0,76.0,73
66.0,25.0,36.0,43.0,46.0,47.0,49
81.0,66.0,68.0,82.0,39.0,56.0,75
65.0,67.0,72.0,74.0,59.0,57.0,72
63.0,56.0,63.0,65.0,58.0,73.0,65
81.0,46.0,60.0,73.0,69.0,63.0,74
63.0,46.0,56.0,55.0,71.0,81.0,72
50.0,24.0,37.0,47.0,60.0,72.0,60
78.0,37.0,58.0,61.0,64.0,66.0,68
72.0,58.0,65.0,70.0,56.0,59.0,66
76.0,58.0,60.0,68.0,55.0,57.0,64
73.0,54.0,60.0,63.0,47.0,52.0,60
72.0,62.0,45.0,62.0,18.0,46.0,61
82.0,38.0,61.0,68.0,63.0,64.0,71
71.0,52.0,50.0,58.0,28.0,55.0,57
66.0,44.0,54.0,57.0,59.0,71.0,63
49.0,60.0,62.0,64.0,63.0,70.0,65
52.0,55.0,38.0,51.0,21.0,39.0,52
84.0,44.0,59.0,66.0,62.0,74.0,69
81.0,74.0,72.0,82.0,45.0,49.0,78
78.0,69.0,58.0,76.0,29.0,52.0,70
53.0,25.0,51.0,49.0,63.0,70.0,63
88.0,68.0,67.0,78.0,42.0,66.0,76
74.0,45.0,51.0,61.0,32.0,41.0,58
62.0,42.0,56.0,51.0,63.0,70.0,63
79.0,60.0,53.0,64.0,53.0,62.0,61
84.0,75.0,77.0,85.0,39.0,69.0,81
79.0,58.0,52.0,63.0,21.0,56.0,62
62.0,57.0,69.0,66.0,70.0,70.0,71
66.0,68.0,69.0,76.0,31.0,52.0,72
75.0,49.0,61.0,65.0,67.0,81.0,71
83.0,59.0,48.0,62.0,21.0,69.0,61
62.0,70.0,75.0,74.0,66.0,66.0,75
63.0,65.0,52.0,63.0,25.0,73.0,66
72.0,66.0,73.0,77.0,61.0,68.0,74
85.0,66.0,65.0,79.0,43.0,64.0,74
87.0,66.0,56.0,71.0,38.0,66.0,68
76.0,66.0,51.0,65.0,28.0,69.0,67
71.0,58.0,64.0,67.0,49.0,49.0,66
71.0,74.0,73.0,76.0,47.0,73.0,74
58.0,35.0,60.0,62.0,75.0,73.0,74
53.0,26.0,38.0,48.0,66.0,60.0,64
54.0,59.0,44.0,58.0,19.0,67.0,59
68.0,37.0,52.0,61.0,67.0,72.0,66
75.0,57.0,66.0,68.0,65.0,76.0,71
87.0,64.0,55.0,73.0,36.0,65.0,68
66.0,47.0,62.0,62.0,63.0,72.0,66
58.0,62.0,44.0,58.0,37.0,66.0,63
58.0,49.0,36.0,44.0,17.0,60.0,49
74.0,58.0,55.0,61.0,31.0,58.0,62
64.0,57.0,55.0,62.0,44.0,55.0,61
54.0,31.0,43.0,44.0,43.0,52.0,47
74.0,72.0,71.0,75.0,61.0,58.0,73
79.0,53.0,61.0,68.0,61.0,70.0,66
67.0,33.0,46.0,54.0,62.0,71.0,62
71.0,81.0,86.0,86.0,65.0,83.0,87
73.0,60.0,61.0,64.0,63.0,75.0,66
80.0,61.0,60.0,66.0,27.0,62.0,66
74.0,55.0,68.0,67.0,50.0,57.0,65
82.0,49.0,52.0,58.0,56.0,73.0,63
74.0,74.0,60.0,73.0,38.0,67.0,74
82.0,53.0,70.0,77.0,72.0,61.0,76
78.0,50.0,67.0,71.0,75.0,76.0,76
72.0,73.0,72.0,71.0,41.0,63.0,72
70.0,24.0,54.0,60.0,64.0,56.0,67
53.0,50.0,58.0,59.0,60.0,75.0,64
50.0,72.0,84.0,80.0,70.0,66.0,80
62.0,59.0,60.0,62.0,61.0,65.0,62
60.0,64.0,56.0,60.0,39.0,75.0,65
76.0,65.0,53.0,65.0,19.0,53.0,65
65.0,36.0,52.0,56.0,78.0,79.0,77
54.0,59.0,59.0,63.0,65.0,79.0,64
65.0,40.0,60.0,61.0,61.0,71.0,65
67.0,29.0,52.0,57.0,53.0,45.0,59
76.0,59.0,49.0,59.0,21.0,68.0,60
59.0,46.0,45.0,53.0,67.0,68.0,67
54.0,62.0,53.0,67.0,32.0,59.0,64
78.0,62.0,54.0,66.0,22.0,57.0,64
85.0,77.0,56.0,78.0,40.0,75.0,79
73.0,65.0,53.0,65.0,26.0,56.0,64
66.0,70.0,74.0,74.0,65.0,63.0,73
72.0,61.0,64.0,70.0,61.0,70.0,68
55.0,37.0,49.0,52.0,46.0,59.0,52
57.0,61.0,40.0,58.0,27.0,74.0,63
58.0,46.0,53.0,57.0,53.0,55.0,58
77.0,58.0,55.0,62.0,26.0,54.0,63
63.0,23.0,45.0,49.0,65.0,71.0,66
74.0,69.0,50.0,66.0,24.0,63.0,68
72.0,61.0,62.0,76.0,30.0,34.0,68
75.0,65.0,69.0,71.0,50.0,62.0,69
84.0,81.0,73.0,85.0,57.0,77.0,82
73.0,58.0,59.0,68.0,26.0,54.0,66
78.0,65.0,77.0,76.0,72.0,76.0,77
59.0,65.0,45.0,58.0,21.0,49.0,61
79.0,47.0,42.0,58.0,22.0,38.0,53
76.0,51.0,55.0,62.0,56.0,60.0,63
66.0,28.0,47.0,48.0,54.0,58.0,59
74.0,66.0,64.0,66.0,17.0,62.0,67
55.0,51.0,57.0,59.0,56.0,64.0,59
33.0,32.0,56.0,49.0,77.0,68.0,75
69.0,52.0,41.0,48.0,21.0,37.0,51
61.0,48.0,52.0,55.0,54.0,60.0,56
63.0,50.0,54.0,55.0,55.0,65.0,57
78.0,31.0,46.0,67.0,59.0,59.0,64
73.0,68.0,72.0,76.0,41.0,51.0,73
76.0,69.0,61.0,68.0,33.0,54.0,67
76.0,46.0,52.0,61.0,83.0,84.0,82
73.0,53.0,53.0,64.0,25.0,48.0,60
46.0,45.0,55.0,57.0,66.0,73.0,67
75.0,42.0,56.0,60.0,59.0,59.0,62
79.0,74.0,75.0,80.0,39.0,63.0,77
70.0,44.0,58.0,59.0,72.0,71.0,70
78.0,57.0,60.0,68.0,30.0,41.0,64
62.0,63.0,69.0,68.0,65.0,66.0,69
66.0,70.0,45.0,63.0,24.0,66.0,68
67.0,43.0,57.0,60.0,61.0,77.0,65
68.0,46.0,58.0,61.0,64.0,71.0,67
58.0,38.0,55.0,54.0,57.0,57.0,59
54.0,69.0,50.0,61.0,22.0,66.0,67
71.0,58.0,56.0,64.0,18.0,56.0,61
69.0,56.0,53.0,59.0,40.0,55.0,57
68.0,55.0,69.0,58.0,67.0,65.0,70
66.0,34.0,38.0,55.0,60.0,66.0,60
78.0,56.0,70.0,68.0,73.0,69.0,76
80.0,48.0,59.0,64.0,55.0,61.0,63
77.0,55.0,60.0,64.0,54.0,61.0,63
67.0,54.0,45.0,56.0,20.0,53.0,54
77.0,82.0,74.0,79.0,39.0,73.0,80
78.0,62.0,70.0,79.0,44.0,63.0,71
83.0,66.0,49.0,67.0,21.0,62.0,67
69.0,66.0,62.0,63.0,59.0,74.0,65
63.0,49.0,58.0,60.0,35.0,58.0,58
44.0,68.0,72.0,69.0,60.0,62.0,67
50.0,53.0,59.0,61.0,54.0,62.0,61
67.0,48.0,60.0,68.0,50.0,52.0,61
65.0,24.0,39.0,47.0,60.0,68.0,61
69.0,57.0,61.0,68.0,69.0,73.0,69
69.0,52.0,58.0,62.0,59.0,65.0,63
61.0,48.0,61.0,64.0,64.0,54.0,63
60.0,54.0,67.0,61.0,50.0,61.0,65
63.0,24.0,38.0,41.0,60.0,64.0,60
66.0,45.0,60.0,63.0,35.0,49.0,59
65.0,38.0,59.0,58.0,60.0,50.0,60
70.0,74.0,49.0,69.0,28.0,69.0,72
60.0,52.0,59.0,59.0,65.0,80.0,67
66.0,39.0,48.0,55.0,36.0,45.0,48
54.0,71.0,66.0,62.0,34.0,79.0,68
70.0,52.0,56.0,63.0,50.0,56.0,58
69.0,66.0,51.0,66.0,25.0,62.0,66
60.0,30.0,48.0,52.0,68.0,66.0,67
66.0,50.0,57.0,61.0,61.0,66.0,63
66.0,64.0,65.0,66.0,49.0,68.0,66
67.0,69.0,61.0,68.0,24.0,70.0,65
79.0,65.0,55.0,64.0,24.0,51.0,62
52.0,70.0,59.0,66.0,36.0,59.0,67
68.0,46.0,56.0,60.0,60.0,62.0,62
73.0,38.0,44.0,52.0,44.0,44.0,52
52.0,25.0,27.0,33.0,51.0,67.0,52
87.0,68.0,69.0,83.0,41.0,65.0,75
63.0,61.0,64.0,64.0,64.0,70.0,66
63.0,50.0,60.0,62.0,54.0,52.0,60
65.0,52.0,65.0,67.0,63.0,69.0,66
62.0,30.0,36.0,42.0,66.0,59.0,62
41.0,33.0,49.0,52.0,70.0,78.0,71
64.0,74.0,70.0,74.0,43.0,63.0,72
79.0,73.0,69.0,81.0,36.0,63.0,75
79.0,67.0,66.0,69.0,46.0,64.0,70
69.0,36.0,50.0,55.0,68.0,65.0,66
73.0,70.0,54.0,68.0,22.0,66.0,69
75.0,45.0,55.0,63.0,62.0,75.0,67
76.0,34.0,44.0,52.0,57.0,67.0,58
66.0,38.0,61.0,62.0,68.0,58.0,71
77.0,58.0,59.0,71.0,34.0,44.0,62
66.0,57.0,59.0,65.0,65.0,63.0,65
47.0,21.0,45.0,55.0,63.0,71.0,65
59.0,65.0,49.0,60.0,29.0,78.0,65
75.0,64.0,66.0,70.0,69.0,77.0,70
74.0,56.0,48.0,57.0,22.0,39.0,55
83.0,76.0,73.0,80.0,40.0,70.0,77
64.0,57.0,55.0,61.0,40.0,49.0,59
75.0,69.0,63.0,68.0,34.0,56.0,68
35.0,35.0,56.0,51.0,70.0,67.0,67
62.0,54.0,60.0,60.0,62.0,60.0,63
56.0,42.0,57.0,59.0,55.0,58.0,59
89.0,58.0,52.0,65.0,28.0,48.0,62
63.0,58.0,67.0,71.0,59.0,65.0,67
84.0,64.0,71.0,70.0,34.0,66.0,72
82.0,55.0,66.0,67.0,62.0,69.0,67
61.0,37.0,53.0,52.0,37.0,47.0,49
62.0,43.0,51.0,65.0,54.0,54.0,58
65.0,60.0,55.0,61.0,23.0,57.0,62
79.0,67.0,63.0,74.0,27.0,61.0,70
56.0,59.0,68.0,65.0,65.0,62.0,69
68.0,57.0,59.0,62.0,45.0,62.0,63
76.0,24.0,39.0,46.0,62.0,65.0,62
77.0,70.0,71.0,74.0,62.0,70.0,72
52.0,45.0,66.0,63.0,63.0,67.0,65
83.0,63.0,64.0,72.0,36.0,64.0,70
75.0,41.0,52.0,60.0,58.0,66.0,60
68.0,57.0,66.0,70.0,57.0,60.0,66
82.0,59.0,58.0,66.0,46.0,52.0,63
57.0,25.0,55.0,56.0,66.0,70.0,66
70.0,54.0,60.0,64.0,69.0,76.0,69
76.0,55.0,55.0,58.0,49.0,37.0,59
54.0,42.0,49.0,48.0,58.0,68.0,61
66.0,56.0,58.0,61.0,60.0,75.0,64
68.0,44.0,51.0,55.0,42.0,50.0,52
63.0,32.0,55.0,60.0,56.0,51.0,60
60.0,31.0,39.0,36.0,64.0,67.0,62
62.0,59.0,67.0,71.0,58.0,56.0,67
69.0,65.0,73.0,69.0,48.0,72.0,69
61.0,25.0,42.0,53.0,64.0,68.0,63
71.0,48.0,53.0,58.0,29.0,41.0,57
60.0,48.0,59.0,62.0,61.0,65.0,62
67.0,48.0,53.0,56.0,49.0,57.0,53
63.0,42.0,55.0,56.0,52.0,51.0,54
73.0,44.0,46.0,58.0,30.0,41.0,51
59.0,32.0,47.0,54.0,59.0,70.0,62
69.0,67.0,53.0,60.0,26.0,67.0,66
63.0,37.0,59.0,65.0,54.0,56.0,60
72.0,64.0,72.0,75.0,71.0,81.0,76
68.0,49.0,55.0,63.0,84.0,87.0,83
83.0,66.0,51.0,70.0,22.0,54.0,66
85.0,61.0,54.0,65.0,32.0,72.0,63
87.0,56.0,60.0,70.0,40.0,56.0,69
76.0,76.0,60.0,75.0,34.0,68.0,76
64.0,50.0,64.0,59.0,61.0,68.0,66
67.0,72.0,75.0,74.0,69.0,70.0,75
55.0,37.0,50.0,56.0,68.0,75.0,68
49.0,29.0,51.0,48.0,63.0,54.0,60
86.0,56.0,61.0,70.0,37.0,63.0,68
60.0,58.0,64.0,65.0,58.0,64.0,66
75.0,57.0,50.0,66.0,25.0,75.0,62
66.0,58.0,65.0,64.0,45.0,58.0,64
68.0,42.0,58.0,65.0,65.0,72.0,67
64.0,45.0,51.0,57.0,25.0,48.0,55
36.0,27.0,42.0,42.0,66.0,74.0,65
59.0,43.0,67.0,63.0,65.0,71.0,67
58.0,47.0,63.0,59.0,77.0,78.0,77
80.0,33.0,50.0,64.0,60.0,57.0,65
59.0,34.0,42.0,48.0,62.0,74.0,63
70.0,67.0,74.0,75.0,60.0,62.0,74
70.0,55.0,41.0,61.0,22.0,61.0,57
33.0,39.0,55.0,55.0,63.0,73.0,65
70.0,52.0,59.0,61.0,68.0,75.0,69
86.0,58.0,75.0,78.0,78.0,70.0,81
73.0,36.0,53.0,43.0,54.0,58.0,59
58.0,20.0,33.0,34.0,54.0,65.0,55
77.0,78.0,67.0,74.0,31.0,72.0,76
61.0,39.0,42.0,46.0,62.0,68.0,62
68.0,65.0,64.0,65.0,52.0,66.0,66
75.0,57.0,67.0,72.0,67.0,71.0,71
69.0,37.0,41.0,38.0,65.0,64.0,64
54.0,37.0,53.0,57.0,64.0,75.0,65
77.0,46.0,52.0,58.0,32.0,58.0,58
66.0,32.0,51.0,63.0,72.0,70.0,70
65.0,55.0,64.0,65.0,61.0,61.0,66
64.0,36.0,42.0,54.0,61.0,59.0,60
57.0,38.0,56.0,58.0,70.0,71.0,69
82.0,55.0,61.0,65.0,43.0,68.0,66
66.0,64.0,48.0,61.0,18.0,56.0,61
80.0,69.0,68.0,75.0,37.0,58.0,73
33.0,60.0,66.0,64.0,62.0,63.0,65
64.0,35.0,43.0,41.0,62.0,68.0,61
67.0,52.0,58.0,65.0,33.0,56.0,60
74.0,72.0,72.0,74.0,53.0,53.0,73
50.0,27.0,33.0,38.0,51.0,54.0,51
64.0,34.0,51.0,54.0,49.0,55.0,55
73.0,65.0,68.0,72.0,71.0,72.0,74
64.0,63.0,41.0,57.0,30.0,67.0,64
72.0,69.0,76.0,76.0,57.0,45.0,76
75.0,67.0,62.0,67.0,38.0,65.0,66
83.0,40.0,59.0,64.0,58.0,64.0,66
66.0,50.0,52.0,60.0,29.0,44.0,57
43.0,28.0,42.0,41.0,61.0,74.0,62
68.0,55.0,61.0,58.0,63.0,72.0,66
63.0,37.0,63.0,69.0,71.0,66.0,72
90.0,51.0,49.0,66.0,28.0,39.0,61
76.0,86.0,81.0,87.0,39.0,77.0,89
63.0,57.0,68.0,64.0,66.0,79.0,71
71.0,45.0,66.0,72.0,70.0,73.0,74
47.0,59.0,68.0,68.0,46.0,40.0,65
75.0,42.0,64.0,71.0,74.0,76.0,75
68.0,65.0,48.0,63.0,24.0,67.0,64
79.0,53.0,45.0,56.0,28.0,66.0,55
74.0,55.0,64.0,71.0,68.0,71.0,72
69.0,50.0,55.0,59.0,57.0,64.0,61
75.0,35.0,55.0,55.0,66.0,70.0,67
67.0,67.0,48.0,65.0,24.0,70.0,66
70.0,39.0,56.0,59.0,65.0,74.0,66
86.0,54.0,47.0,59.0,17.0,61.0,57
78.0,58.0,54.0,61.0,17.0,57.0,60
71.0,39.0,47.0,47.0,53.0,51.0,53
73.0,59.0,63.0,67.0,40.0,62.0,65
52.0,47.0,56.0,59.0,53.0,54.0,57
58.0,57.0,43.0,56.0,27.0,63.0,57
74.0,59.0,51.0,58.0,26.0,71.0,63
66.0,42.0,54.0,62.0,47.0,66.0,58
71.0,46.0,59.0,63.0,60.0,73.0,66
66.0,62.0,65.0,69.0,60.0,66.0,66
63.0,68.0,61.0,69.0,62.0,73.0,67
61.0,47.0,59.0,58.0,41.0,48.0,56
60.0,35.0,56.0,63.0,67.0,67.0,66
73.0,26.0,47.0,53.0,57.0,70.0,59
61.0,35.0,51.0,61.0,77.0,76.0,76
74.0,26.0,55.0,67.0,63.0,62.0,68
58.0,58.0,63.0,66.0,67.0,71.0,70
69.0,34.0,59.0,66.0,73.0,76.0,73
40.0,22.0,40.0,40.0,66.0,57.0,64
63.0,60.0,68.0,65.0,48.0,66.0,64
75.0,63.0,61.0,63.0,53.0,70.0,64
50.0,55.0,62.0,59.0,67.0,72.0,68
67.0,51.0,59.0,62.0,68.0,74.0,70
65.0,73.0,54.0,68.0,24.0,81.0,73
76.0,55.0,66.0,76.0,43.0,55.0,69
68.0,50.0,35.0,48.0,17.0,40.0,50
71.0,48.0,54.0,64.0,33.0,43.0,59
53.0,71.0,72.0,72.0,60.0,72.0,71
75.0,68.0,62.0,67.0,34.0,72.0,67
67.0,69.0,63.0,68.0,34.0,61.0,69
80.0,33.0,60.0,69.0,64.0,66.0,69
68.0,48.0,62.0,66.0,74.0,77.0,74
78.0,74.0,81.0,80.0,72.0,77.0,81
65.0,59.0,67.0,69.0,72.0,76.0,74
58.0,25.0,32.0,50.0,49.0,54.0,50
82.0,35.0,51.0,57.0,67.0,62.0,65
57.0,59.0,67.0,71.0,59.0,63.0,67
