,potential,age,height_cm,weight_kg,league_level,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,attacking_work_rate,defending_work_rate,overall
18467,69,20,183,69,1.0,3,2,1,64.0,46.0,52.0,55.0,50.0,53.0,48,45,44,57,43,52,42,44,54,58,65,63,58,53,65,50,51,58,52,44,48,48,50,49,47,48,53,52,47,12,13,7,11,7,3,3,53
8954,66,27,173,68,3.0,3,3,1,76.0,52.0,65.0,67.0,57.0,64.0,68,52,39,65,40,65,74,66,64,64,79,73,85,60,86,60,62,82,57,42,57,59,58,62,63,60,58,60,58,8,16,14,11,14,5,3,66
10373,65,32,169,67,1.0,4,2,1,78.0,60.0,61.0,65.0,47.0,64.0,64,62,35,64,56,64,60,64,53,61,75,81,80,55,80,62,90,76,59,58,56,45,60,60,49,55,50,49,52,15,12,6,8,10,5,3,65
18445,62,23,178,65,1.0,2,2,1,67.0,24.0,39.0,49.0,51.0,60.0,38,18,50,43,25,43,32,25,38,50,56,76,66,48,72,35,63,57,60,23,64,50,35,38,30,38,55,50,45,9,12,11,14,14,3,3,53
7115,78,22,171,65,1.0,3,3,1,89.0,61.0,56.0,71.0,33.0,59.0,59,62,56,60,64,72,53,32,42,69,87,90,79,57,84,66,68,73,61,55,33,17,61,63,58,62,51,25,15,12,12,9,8,7,3,3,68
16687,72,20,179,72,1.0,3,2,1,63.0,51.0,56.0,61.0,57.0,57.0,49,50,50,59,55,62,45,44,58,62,62,64,63,56,63,56,66,52,59,45,58,48,58,61,51,47,62,59,56,14,11,5,5,12,3,3,58
1051,83,23,174,71,1.0,4,4,1,85.0,73.0,68.0,82.0,29.0,62.0,73,74,48,72,60,83,69,51,53,80,87,83,90,69,85,77,64,75,55,70,62,32,74,72,62,76,27,23,24,12,12,9,15,6,3,3,77
17356,68,20,172,70,3.0,3,2,1,67.0,33.0,51.0,56.0,51.0,50.0,59,34,37,56,24,54,46,31,45,51,77,59,79,47,88,32,60,59,46,29,48,51,45,46,37,37,49,55,59,7,7,8,8,9,3,3,57
13451,63,27,179,76,4.0,2,2,1,73.0,60.0,56.0,62.0,30.0,59.0,59,61,57,60,50,62,54,60,44,60,72,74,61,60,75,63,48,68,61,57,44,24,63,55,62,58,27,29,25,10,12,7,10,9,3,1,62
15376,72,21,173,75,1.0,3,2,1,67.0,42.0,55.0,57.0,58.0,63.0,54,37,52,58,38,55,39,46,56,57,69,66,69,58,68,49,61,66,63,45,62,62,49,56,48,46,56,60,56,14,8,14,6,8,3,3,60
5780,69,36,180,78,1.0,3,3,1,74.0,72.0,47.0,67.0,29.0,59.0,25,77,70,66,65,69,36,29,54,66,75,74,74,55,60,72,59,70,66,66,29,14,66,40,66,56,40,18,18,14,7,8,15,16,3,3,69
17650,71,19,175,66,1.0,3,2,1,76.0,48.0,50.0,61.0,27.0,40.0,53,53,44,56,51,63,52,34,42,59,80,73,66,40,72,48,42,31,39,37,51,35,45,47,42,46,25,22,19,8,13,12,14,11,3,3,56
13341,70,24,187,81,1.0,2,2,1,69.0,45.0,60.0,65.0,58.0,63.0,53,33,71,69,45,65,41,48,63,73,69,69,58,69,52,72,62,54,67,42,63,60,59,55,48,46,45,63,61,9,6,9,15,6,3,3,63
8525,82,20,182,77,1.0,4,4,1,87.0,54.0,59.0,69.0,44.0,71.0,62,57,44,61,44,70,51,50,58,67,85,88,82,56,72,55,75,80,71,48,60,44,58,58,52,63,48,39,45,12,13,9,14,13,5,3,67
3652,72,21,183,79,1.0,2,2,1,66.0,30.0,49.0,61.0,73.0,73.0,58,24,73,59,24,60,38,35,40,64,64,68,60,62,54,48,72,66,79,25,68,65,38,36,34,62,74,79,72,9,7,9,16,9,1,3,72
13670,62,28,179,82,1.0,5,2,1,68.0,60.0,60.0,61.0,57.0,69.0,67,61,51,63,60,60,40,39,60,62,65,70,64,57,60,61,62,61,80,59,51,55,64,56,51,57,56,60,58,8,15,6,9,10,3,3,62
15384,74,20,170,65,1.0,3,3,1,62.0,61.0,51.0,65.0,26.0,41.0,45,64,58,59,55,70,58,34,43,60,63,62,64,59,71,60,54,54,38,58,31,12,58,53,68,60,40,14,13,10,13,13,13,7,3,3,60
7635,68,29,197,95,1.0,3,2,1,31.0,44.0,58.0,53.0,67.0,76.0,52,35,67,66,38,52,55,50,66,60,32,31,33,62,32,58,66,63,89,51,61,66,37,48,55,67,67,68,67,9,9,15,15,11,3,3,67
794,82,25,187,79,1.0,3,3,2,74.0,39.0,71.0,76.0,78.0,77.0,69,38,78,78,39,75,58,32,76,78,72,76,73,77,71,51,84,74,77,24,77,78,61,69,41,81,77,78,81,12,7,7,7,8,3,3,78
1712,78,25,180,71,2.0,2,2,1,76.0,47.0,65.0,68.0,74.0,74.0,75,42,73,71,36,67,54,34,65,69,75,77,69,68,72,64,77,74,74,41,73,72,62,56,46,63,73,76,76,9,15,11,6,10,3,3,75
7812,69,27,186,77,1.0,3,2,1,43.0,26.0,44.0,40.0,68.0,75.0,42,22,70,54,28,29,26,21,45,53,41,44,33,58,49,39,77,69,80,17,70,66,24,40,55,49,67,70,63,11,13,6,8,8,1,3,67
18584,53,27,172,67,1.0,3,2,1,61.0,29.0,35.0,45.0,51.0,53.0,46,26,45,32,29,47,33,28,26,34,63,59,59,48,79,28,62,66,44,29,55,53,46,38,38,33,46,55,60,13,12,12,11,9,1,5,53
10651,70,24,176,70,1.0,3,3,1,69.0,57.0,62.0,66.0,62.0,72.0,61,53,54,65,46,66,63,43,64,65,73,65,70,57,73,65,72,70,73,63,71,62,62,61,46,59,64,63,62,6,11,14,14,9,3,3,65
16165,59,31,180,70,1.0,3,2,1,68.0,62.0,43.0,49.0,31.0,64.0,37,68,59,52,58,44,31,34,32,43,67,69,67,64,61,62,63,67,68,52,52,41,53,49,63,58,37,14,13,9,13,10,10,15,5,3,59
10234,67,28,183,80,1.0,4,2,1,71.0,32.0,53.0,53.0,65.0,72.0,47,25,64,64,23,42,39,30,55,59,70,72,70,67,66,42,74,83,69,33,64,66,44,45,41,55,70,62,62,7,8,9,12,10,3,3,65
12527,66,25,192,78,3.0,4,3,1,72.0,61.0,60.0,63.0,34.0,68.0,52,61,63,64,55,66,59,63,54,65,68,76,60,59,44,60,58,75,73,62,47,20,57,65,61,54,38,32,23,7,13,7,12,14,5,3,63
7885,70,25,175,72,2.0,3,3,1,85.0,68.0,55.0,69.0,29.0,61.0,47,68,55,59,66,66,55,71,41,65,83,87,85,64,89,73,82,57,63,63,56,17,70,60,71,65,40,20,16,15,15,7,10,8,3,3,67
4556,76,24,192,83,1.0,4,3,1,68.0,74.0,58.0,65.0,23.0,77.0,53,73,67,64,65,67,48,56,51,67,62,73,57,65,49,84,63,73,83,71,68,16,71,60,61,69,15,21,19,8,12,14,15,12,3,3,71
275,87,24,185,74,1.0,4,3,2,64.0,72.0,79.0,82.0,66.0,67.0,68,70,51,85,63,83,77,41,88,84,72,57,80,82,78,75,54,81,65,81,60,72,70,84,49,78,67,67,64,6,11,10,11,15,3,3,82
4201,76,24,183,78,1.0,4,3,1,74.0,70.0,60.0,70.0,29.0,71.0,59,74,71,62,70,68,59,33,57,70,72,75,71,69,71,76,89,68,75,60,62,16,73,65,56,79,38,19,17,13,9,6,12,16,5,3,71
10508,65,30,178,72,3.0,2,2,1,74.0,42.0,54.0,54.0,57.0,75.0,63,36,53,60,31,47,49,48,49,57,73,74,71,55,74,52,74,89,64,43,84,59,45,40,52,52,55,58,60,6,7,11,10,8,5,3,65
17501,71,19,176,67,1.0,4,3,1,73.0,45.0,55.0,56.0,28.0,42.0,43,48,33,62,41,55,45,35,58,52,72,73,69,47,79,50,50,33,41,32,52,16,57,60,42,48,23,38,36,6,12,11,10,14,3,3,56
940,77,30,179,77,1.0,3,3,2,82.0,77.0,68.0,81.0,36.0,51.0,70,77,68,67,75,83,67,69,60,82,85,80,80,75,72,79,42,49,53,78,53,37,79,75,69,75,50,15,18,14,15,11,12,7,3,3,77
14029,72,22,175,66,1.0,2,2,1,64.0,56.0,59.0,68.0,41.0,46.0,64,51,33,60,54,70,38,60,59,68,66,63,65,56,67,68,64,40,51,57,38,35,57,57,51,62,35,55,35,16,7,12,9,9,5,3,62
3386,72,31,180,70,1.0,3,3,1,74.0,66.0,68.0,74.0,40.0,63.0,70,67,41,69,61,76,70,63,63,75,75,73,72,68,68,68,42,71,66,63,51,38,69,69,60,68,36,46,36,9,8,7,12,12,5,3,72
8206,72,23,182,76,2.0,2,2,1,62.0,42.0,58.0,58.0,63.0,78.0,46,32,61,67,36,55,41,37,64,62,59,64,60,61,58,58,72,83,78,52,75,65,33,58,49,57,63,64,60,9,10,6,8,11,3,3,67
1121,86,23,185,74,1.0,4,3,1,86.0,78.0,65.0,74.0,40.0,79.0,71,83,65,66,71,74,70,60,59,72,87,86,79,75,76,78,62,79,81,71,80,44,79,60,72,63,26,48,28,6,8,13,11,6,5,3,77
5066,70,25,178,75,1.0,3,2,1,68.0,55.0,69.0,58.0,67.0,65.0,75,52,62,74,54,63,62,40,77,50,63,72,48,64,69,64,83,74,57,50,68,57,58,56,63,61,69,69,75,15,8,10,7,19,5,3,70
4865,70,33,170,67,2.0,3,3,1,72.0,67.0,66.0,73.0,43.0,54.0,64,67,43,68,64,72,59,60,63,71,75,70,79,68,86,68,33,57,60,66,39,59,72,69,58,66,42,34,39,9,10,12,11,13,3,3,70
19179,57,20,185,67,1.0,2,2,1,64.0,36.0,50.0,48.0,46.0,54.0,41,34,47,54,31,42,43,45,48,49,61,66,64,60,62,46,61,45,56,31,56,49,34,55,39,46,42,44,54,14,9,13,13,13,3,3,48
6545,68,31,177,74,1.0,3,2,1,57.0,38.0,60.0,60.0,67.0,69.0,58,27,59,67,32,52,43,40,65,66,49,63,66,67,70,59,64,74,64,35,74,70,51,54,50,66,69,67,66,9,8,10,7,8,5,5,68
16849,71,19,178,88,1.0,3,2,1,61.0,45.0,58.0,55.0,51.0,66.0,44,40,57,68,43,51,48,45,69,58,60,61,59,60,60,58,62,55,75,41,60,48,51,54,48,47,48,53,53,13,10,15,6,14,3,3,58
7833,67,29,192,82,1.0,3,2,1,43.0,39.0,48.0,44.0,65.0,76.0,35,31,72,62,40,32,43,38,55,62,40,45,33,66,32,54,41,63,88,42,69,65,35,35,44,60,65,64,63,7,10,13,10,16,3,3,67
9940,65,28,189,89,1.0,3,3,1,69.0,64.0,61.0,68.0,39.0,67.0,63,62,58,62,64,68,63,59,52,67,67,71,76,63,54,65,60,62,72,66,61,42,67,66,66,70,37,32,43,15,13,9,9,14,3,3,65
8891,66,32,178,74,1.0,4,3,1,73.0,64.0,63.0,66.0,39.0,57.0,62,63,34,63,60,63,67,68,56,66,74,73,80,68,70,65,58,70,58,64,38,37,63,65,66,61,36,44,40,10,8,9,12,10,3,3,66
8259,67,30,180,72,1.0,4,2,1,66.0,33.0,52.0,60.0,69.0,67.0,56,32,69,59,27,60,36,41,50,59,64,68,62,63,66,32,64,70,65,30,70,64,48,43,42,60,68,72,69,6,15,14,9,11,5,3,67
14632,69,22,173,68,3.0,2,2,1,69.0,35.0,52.0,58.0,57.0,63.0,52,32,44,58,29,56,53,32,49,57,72,67,63,61,80,40,81,66,59,34,65,59,54,46,34,47,56,60,58,14,6,12,13,11,3,3,61
3207,72,30,177,72,1.0,3,3,1,83.0,67.0,69.0,74.0,74.0,75.0,63,68,64,74,61,71,60,56,67,72,86,80,87,76,83,71,80,72,76,65,77,77,71,73,59,74,73,79,70,13,9,12,15,13,5,5,72
9675,70,25,177,66,1.0,2,2,1,54.0,67.0,52.0,63.0,25.0,59.0,37,70,72,65,60,65,42,34,38,61,55,53,55,68,69,62,70,53,71,64,32,21,72,60,67,52,21,17,18,5,13,13,12,9,5,1,66
10335,68,26,185,74,1.0,4,3,1,63.0,56.0,63.0,65.0,58.0,73.0,49,48,57,68,46,66,48,59,69,65,64,62,70,63,57,75,74,73,71,59,80,59,47,70,49,49,57,61,55,9,12,5,9,8,3,5,65
2173,80,25,187,83,1.0,2,2,1,66.0,36.0,55.0,64.0,75.0,82.0,39,25,75,67,40,62,54,30,59,66,68,65,74,64,65,49,82,83,83,47,78,62,52,53,26,56,77,80,75,8,15,13,9,10,3,3,74
5752,71,26,173,71,1.0,3,3,1,75.0,69.0,65.0,72.0,29.0,57.0,64,70,62,71,68,71,59,38,65,71,74,75,80,67,85,70,63,61,60,66,44,23,69,63,60,67,28,25,23,11,9,12,12,14,3,1,69
14067,72,19,177,69,1.0,3,2,1,75.0,61.0,42.0,64.0,28.0,52.0,37,66,67,41,48,63,53,36,32,65,75,75,76,46,68,61,72,36,65,59,35,22,59,53,42,54,24,24,22,5,9,5,13,12,3,3,62
17296,67,20,175,67,1.0,3,2,1,64.0,52.0,52.0,64.0,33.0,40.0,54,47,42,51,49,70,48,46,54,64,61,66,50,40,79,66,46,42,38,45,40,24,48,52,66,49,30,37,40,9,11,6,12,11,3,1,57
14488,61,28,183,79,1.0,3,2,1,70.0,32.0,45.0,54.0,57.0,70.0,54,34,56,50,30,48,40,30,39,53,76,65,75,55,63,31,53,77,78,28,47,55,36,36,32,54,56,58,57,15,6,14,8,9,3,3,61
6320,77,20,178,64,1.0,3,3,1,78.0,62.0,63.0,73.0,37.0,55.0,62,63,53,66,59,74,62,54,59,69,80,76,81,67,80,67,45,63,53,56,50,30,64,64,60,63,36,36,43,7,15,11,13,10,3,3,69
12606,68,23,175,77,1.0,4,2,1,82.0,57.0,55.0,63.0,36.0,69.0,55,63,63,58,55,61,57,42,55,59,82,82,82,59,75,57,87,63,76,44,52,29,61,53,54,57,39,31,26,14,8,14,11,8,5,3,63
5379,79,21,183,76,1.0,3,4,1,75.0,69.0,64.0,72.0,36.0,65.0,52,72,60,73,64,73,61,63,44,74,76,75,74,69,60,65,54,69,67,67,58,24,72,74,62,68,34,37,34,9,12,6,9,13,3,3,70
9393,73,24,186,80,1.0,3,2,1,71.0,64.0,51.0,66.0,27.0,74.0,45,65,70,59,55,66,47,35,42,66,73,69,68,60,66,64,76,65,80,60,68,21,69,53,66,59,23,21,23,12,5,6,14,9,3,1,66
9873,65,29,170,68,1.0,3,3,1,76.0,57.0,64.0,70.0,51.0,65.0,60,58,44,68,48,67,58,53,64,66,79,74,90,64,90,58,80,74,56,59,70,57,66,67,45,64,52,51,45,8,15,8,11,16,3,3,65
5211,75,23,175,75,1.0,3,3,1,71.0,61.0,66.0,73.0,64.0,73.0,59,59,46,71,42,72,45,56,68,72,74,68,78,72,85,68,66,81,68,62,75,63,70,71,49,73,66,70,63,12,7,14,14,12,3,3,70
6107,72,25,170,67,1.0,3,3,1,89.0,29.0,57.0,68.0,60.0,68.0,67,23,37,64,24,67,33,29,54,66,90,88,80,63,79,37,87,88,59,26,61,62,61,48,33,52,60,65,62,14,9,10,11,14,5,3,69
8305,79,21,170,75,1.0,3,3,1,89.0,63.0,53.0,70.0,19.0,61.0,54,65,41,54,51,69,48,35,41,68,84,93,90,55,75,65,54,81,63,62,33,17,66,67,58,53,19,15,17,9,15,10,10,10,3,3,67
1928,81,20,186,78,1.0,3,3,1,62.0,70.0,75.0,74.0,66.0,66.0,68,66,62,78,62,76,69,74,75,77,61,63,68,75,57,77,62,70,65,74,65,68,73,78,60,75,66,67,59,14,12,9,10,14,3,3,75
7093,75,22,183,76,1.0,2,3,1,70.0,44.0,63.0,68.0,66.0,62.0,68,40,65,69,31,70,63,49,63,68,69,71,68,60,65,63,70,67,61,37,58,64,57,49,41,58,67,68,64,10,14,13,7,12,5,3,68
14330,66,25,185,78,1.0,3,2,1,76.0,57.0,53.0,60.0,55.0,70.0,56,56,48,57,46,61,51,50,51,58,73,78,66,54,58,63,74,73,72,57,62,53,61,48,54,64,51,60,61,10,7,5,8,13,5,3,62
9050,66,31,176,70,1.0,3,3,1,73.0,61.0,66.0,65.0,60.0,67.0,57,59,54,68,57,60,69,67,69,67,71,74,75,61,76,62,56,78,63,64,65,59,69,67,58,68,62,63,56,9,7,9,11,16,5,3,66
15443,69,20,182,74,1.0,3,3,1,68.0,51.0,54.0,63.0,34.0,57.0,42,55,36,60,42,63,45,37,52,66,68,68,60,49,63,53,61,63,58,42,45,23,60,61,41,62,32,42,39,7,9,14,14,5,3,3,60
11484,70,25,188,78,3.0,3,2,1,66.0,30.0,45.0,48.0,66.0,68.0,40,27,66,58,20,42,31,30,43,50,61,70,59,60,59,42,61,70,72,25,55,66,36,35,40,50,62,69,66,10,10,8,6,14,3,3,64
1881,75,25,181,70,1.0,3,3,1,72.0,42.0,68.0,70.0,73.0,62.0,75,41,73,70,48,66,73,57,71,73,76,69,78,77,67,43,58,68,64,37,49,77,50,56,59,73,74,70,71,10,7,7,11,14,3,3,75
3697,76,24,182,75,1.0,3,3,1,73.0,41.0,61.0,68.0,68.0,74.0,66,35,57,66,35,70,60,38,54,68,72,74,61,73,64,55,72,81,70,37,74,70,62,56,48,60,65,72,70,5,7,10,5,14,5,3,72
1727,77,26,174,64,1.0,3,3,2,84.0,52.0,68.0,75.0,68.0,67.0,74,54,42,69,33,73,63,55,66,74,86,82,87,72,87,51,86,90,48,53,80,72,70,68,39,72,72,71,69,8,10,15,12,6,5,5,75
7495,67,34,185,85,2.0,2,3,1,63.0,67.0,51.0,63.0,44.0,75.0,44,68,68,57,68,62,66,55,39,65,58,67,64,67,58,70,78,68,78,62,74,42,68,53,65,65,42,42,32,13,16,16,16,13,3,3,67
14084,69,22,180,63,1.0,3,2,1,74.0,53.0,56.0,62.0,57.0,56.0,59,57,41,62,43,62,39,38,56,60,71,76,70,58,65,48,60,62,60,54,38,57,58,52,41,61,58,61,55,10,14,5,14,6,3,3,62
12031,77,19,176,63,1.0,3,3,1,62.0,64.0,60.0,62.0,41.0,44.0,51,68,59,65,53,60,49,55,62,65,64,61,65,63,71,63,63,60,34,63,43,27,62,64,58,55,40,44,42,13,6,9,12,13,5,1,64
17680,77,18,185,71,1.0,3,2,1,73.0,26.0,40.0,47.0,53.0,54.0,56,22,47,37,23,46,30,22,34,45,72,73,53,49,56,24,57,51,53,31,58,56,43,40,39,38,51,55,56,11,14,10,9,12,3,5,56
6762,72,23,172,67,1.0,4,3,1,81.0,65.0,61.0,69.0,36.0,63.0,59,66,57,66,64,66,65,55,51,67,84,78,83,65,89,66,91,77,55,63,57,34,65,64,63,68,35,32,29,6,11,6,10,12,5,3,68
10573,70,24,189,78,1.0,3,2,1,49.0,60.0,62.0,64.0,63.0,70.0,58,61,66,66,47,64,48,43,63,65,47,50,69,65,54,65,58,68,74,57,66,59,64,67,50,58,64,64,63,15,15,9,7,7,3,3,65
2635,74,26,184,83,1.0,3,3,1,66.0,58.0,67.0,70.0,72.0,71.0,68,56,65,69,46,69,72,54,73,72,64,68,64,74,66,70,72,72,72,58,68,70,52,60,54,72,73,74,72,8,13,15,14,7,3,3,73
14787,70,22,184,70,3.0,4,3,1,76.0,51.0,56.0,64.0,27.0,58.0,62,57,56,58,35,65,45,42,53,64,75,76,69,54,72,51,66,70,57,44,43,24,46,56,47,52,19,26,27,8,8,9,9,8,3,3,61
10160,65,28,183,78,3.0,5,2,1,78.0,65.0,47.0,62.0,34.0,71.0,35,64,59,54,60,60,37,47,51,65,77,78,71,59,62,71,54,68,80,65,55,27,61,44,61,56,32,35,28,6,9,9,7,9,5,3,65
4322,76,24,175,75,1.0,4,3,1,70.0,63.0,66.0,71.0,65.0,70.0,73,60,49,70,56,70,70,47,64,72,70,70,70,67,77,73,79,82,63,62,70,67,70,58,51,65,65,68,70,11,8,13,14,11,5,3,71
10743,65,27,175,68,1.0,3,3,1,67.0,63.0,67.0,67.0,50.0,64.0,61,64,42,70,66,66,66,65,65,66,64,69,74,58,68,67,66,74,58,59,64,55,64,70,58,68,48,51,50,9,8,6,8,15,3,5,65
3946,71,32,193,88,2.0,3,2,1,39.0,54.0,60.0,59.0,71.0,78.0,49,48,65,68,36,62,36,33,66,66,41,38,32,66,34,63,61,76,82,65,75,73,55,65,47,67,70,75,63,11,15,9,14,7,3,3,71
18263,68,20,182,82,1.0,3,2,1,51.0,55.0,35.0,49.0,20.0,66.0,30,60,56,39,49,47,35,31,28,52,52,51,53,49,48,52,73,58,74,50,53,13,53,40,54,43,13,21,19,12,6,14,8,5,3,3,54
1842,78,26,183,80,1.0,2,3,1,70.0,52.0,65.0,73.0,71.0,78.0,74,50,64,73,45,74,68,46,53,74,71,70,72,76,57,59,74,82,78,51,74,72,62,57,49,75,71,73,71,6,14,10,7,14,3,3,75
4200,73,26,184,83,1.0,4,3,1,75.0,73.0,54.0,66.0,28.0,73.0,44,75,67,62,69,63,45,35,52,68,73,77,65,75,62,76,78,74,79,69,53,13,70,58,66,68,42,16,14,14,11,11,12,10,3,3,71
16004,64,24,174,72,1.0,3,2,1,67.0,52.0,60.0,60.0,52.0,62.0,59,53,49,62,34,56,53,58,60,62,72,62,70,58,71,54,62,64,61,55,60,53,56,59,43,54,47,55,54,7,13,9,15,16,3,3,59
2732,76,25,186,79,1.0,3,2,2,67.0,51.0,57.0,63.0,74.0,72.0,67,51,74,66,43,60,45,30,60,65,70,65,67,65,65,65,77,58,77,39,78,73,49,39,44,66,73,75,73,15,13,10,10,12,3,3,73
16278,71,19,186,80,2.0,3,2,1,68.0,35.0,49.0,54.0,61.0,61.0,42,30,61,59,37,54,38,33,55,56,70,66,52,54,52,45,55,54,67,33,56,58,40,43,40,39,61,63,57,12,14,8,15,11,3,3,59
18962,67,18,186,77,1.0,2,2,1,51.0,52.0,40.0,47.0,18.0,50.0,28,54,50,48,45,46,38,32,35,48,48,53,48,48,52,58,60,36,60,45,40,12,52,43,50,46,15,15,15,9,13,9,10,12,3,1,51
7655,67,28,180,84,1.0,4,3,1,74.0,60.0,64.0,69.0,55.0,61.0,58,57,56,67,62,67,66,61,60,69,72,75,81,65,67,64,56,66,64,60,46,53,63,70,61,71,57,55,47,7,11,12,8,15,3,3,67
13365,73,21,178,74,3.0,3,2,1,67.0,58.0,63.0,67.0,36.0,53.0,64,58,48,66,52,67,53,52,61,65,66,68,75,57,72,60,71,56,53,58,45,22,58,62,50,58,30,44,47,13,13,9,7,9,3,3,63
9961,68,26,174,68,1.0,4,3,1,68.0,56.0,68.0,70.0,48.0,47.0,63,50,32,70,52,71,75,70,69,70,71,66,78,58,85,64,55,57,41,60,45,59,55,65,60,47,48,47,41,15,7,15,10,13,3,3,65
10377,65,32,167,64,1.0,3,3,1,68.0,60.0,62.0,68.0,36.0,52.0,62,62,40,65,56,67,60,49,58,66,65,70,79,63,86,62,90,56,50,59,41,23,66,64,40,60,41,40,35,14,10,7,15,8,3,3,65
1053,78,27,174,70,1.0,2,4,1,86.0,72.0,74.0,79.0,53.0,63.0,71,71,43,77,75,82,74,68,68,77,88,85,86,78,64,78,48,81,53,65,69,54,75,76,69,74,53,55,50,6,9,13,13,12,3,5,77
4866,72,25,183,74,2.0,3,3,1,70.0,62.0,62.0,72.0,66.0,74.0,47,66,59,73,45,72,38,29,69,72,75,66,73,68,75,66,84,74,75,57,69,67,67,68,49,73,65,69,65,11,11,7,12,14,5,5,70
2918,73,28,183,75,1.0,3,2,1,65.0,68.0,75.0,66.0,73.0,76.0,76,63,71,73,58,64,74,79,77,71,64,66,63,71,58,76,73,83,76,73,70,73,69,74,69,72,72,74,72,13,10,8,7,5,5,5,73
7091,72,25,178,70,1.0,3,2,1,90.0,45.0,58.0,62.0,63.0,68.0,59,38,56,62,36,60,54,31,59,62,89,91,72,58,65,61,69,79,62,42,67,62,60,56,54,60,65,63,61,6,13,10,8,7,3,3,68
11365,64,27,182,68,1.0,3,3,1,71.0,43.0,59.0,66.0,56.0,62.0,68,39,55,62,25,68,32,31,60,62,72,71,73,65,70,52,60,67,57,45,69,61,64,57,32,57,51,58,60,13,6,14,15,16,3,3,64
14376,75,18,182,73,1.0,2,2,1,68.0,34.0,54.0,60.0,60.0,56.0,58,33,56,61,34,62,46,35,53,59,66,69,56,55,62,36,63,58,55,27,52,62,49,46,42,49,59,62,60,9,12,14,12,7,5,3,62
17158,58,27,176,73,1.0,3,2,1,63.0,55.0,45.0,54.0,37.0,60.0,43,55,60,45,51,52,54,40,38,53,63,63,59,56,66,57,91,46,66,51,54,29,63,52,58,56,35,35,38,7,8,7,8,7,5,1,57
9694,81,18,173,60,1.0,3,3,1,67.0,54.0,64.0,72.0,44.0,41.0,54,53,30,70,52,72,68,59,65,71,69,66,81,59,79,60,50,59,32,48,40,29,60,64,58,69,43,55,53,8,8,14,13,9,3,3,66
13162,67,24,176,80,1.0,2,2,1,68.0,37.0,52.0,55.0,62.0,68.0,51,31,57,58,34,52,46,36,45,56,65,71,55,60,65,50,69,71,70,34,57,63,50,52,39,62,61,63,61,9,13,6,6,6,3,5,63
1150,76,38,180,75,1.0,2,4,1,58.0,72.0,78.0,79.0,33.0,64.0,77,64,54,80,74,81,77,80,74,82,62,55,75,68,69,81,48,65,66,78,60,30,77,77,77,74,32,32,28,14,7,10,14,11,3,3,76
5633,69,29,177,65,1.0,3,5,1,84.0,60.0,63.0,73.0,38.0,57.0,65,60,59,66,58,75,61,53,59,69,82,85,87,61,78,64,74,67,49,56,61,43,61,64,61,67,43,29,21,6,14,11,8,7,5,3,69
8722,66,35,187,86,1.0,3,2,1,34.0,46.0,52.0,50.0,62.0,75.0,42,44,70,59,32,48,40,46,63,54,34,34,30,59,60,56,87,44,83,44,90,64,40,44,49,57,61,60,60,15,11,6,6,11,1,5,66
11036,72,22,180,66,1.0,2,2,1,71.0,39.0,45.0,64.0,62.0,62.0,55,28,48,54,28,64,37,35,32,66,70,72,58,64,70,66,62,66,59,35,65,67,46,34,40,54,58,66,63,10,8,9,11,15,3,3,65
7568,67,31,178,72,1.0,4,3,1,68.0,65.0,64.0,69.0,49.0,59.0,66,66,49,64,65,70,67,59,57,67,66,69,70,64,73,66,65,68,58,63,47,52,67,68,67,69,53,45,38,16,16,16,11,15,3,1,67
324,81,30,182,77,1.0,3,2,2,71.0,56.0,66.0,64.0,81.0,79.0,51,42,76,75,37,53,72,51,83,75,69,72,68,80,61,81,91,71,79,74,84,83,48,55,39,69,82,80,84,12,16,11,13,11,3,3,81
13581,67,24,188,75,1.0,3,2,1,53.0,55.0,61.0,59.0,59.0,65.0,59,54,50,64,41,59,56,57,62,59,52,54,61,60,53,57,51,68,68,57,59,60,57,59,52,60,61,60,57,7,15,14,13,12,3,3,62
12395,63,32,184,83,1.0,3,2,1,65.0,55.0,59.0,61.0,61.0,62.0,41,52,49,70,56,63,37,43,68,61,64,66,53,56,69,62,60,63,61,59,62,66,55,61,40,62,60,63,61,8,10,16,10,13,3,3,63
14698,72,22,177,67,1.0,3,3,1,67.0,52.0,63.0,65.0,40.0,52.0,57,50,38,67,58,65,65,54,67,64,67,67,70,50,75,58,67,55,53,47,42,37,50,62,52,57,49,35,35,8,12,14,7,5,3,3,61
14296,67,26,181,73,2.0,3,2,1,58.0,34.0,43.0,47.0,65.0,55.0,37,29,58,53,33,41,35,34,48,53,55,60,38,60,66,56,72,57,51,24,56,67,35,34,40,53,65,67,66,9,14,6,10,10,5,3,62
